"diseaseId","diseaseName","drugId","drugName","type","mechanismOfAction","actionType","symbol","name","phase","status","source"
"MONDO_0100096","COVID-19","CHEMBL163","RITONAVIR","Small molecule","Cytochrome P450 3A inhibitor","Inhibitor","CYP3A5","cytochrome P450 family 3 subfamily A member 5",2,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04351724%22,https://clinicaltrials.gov/search?id=%22NCT04459286%22,https://clinicaltrials.gov/search?id=%22NCT04499677%22,https://clinicaltrials.gov/search?id=%22NCT04466241%22,https://clinicaltrials.gov/search?id=%22NCT04331470%22,https://clinicaltrials.gov/search?id=%22NCT04372628%22"
"MONDO_0100096","COVID-19","CHEMBL1421","DASATINIB","Small molecule","SRC inhibitor","Inhibitor","SRC","SRC proto-oncogene, non-receptor tyrosine kinase",2,"Not yet recruiting","https://clinicaltrials.gov/search?id=%22NCT04830735%22"
"MONDO_0100096","COVID-19","CHEMBL45","MELATONIN","Small molecule","Melatonin receptor agonist","Agonist","MTNR1B","melatonin receptor 1B",2,"Completed","https://clinicaltrials.gov/search?id=%22NCT04568863%22"
"MONDO_0100096","COVID-19","CHEMBL932","DIPYRIDAMOLE","Small molecule","3',5'-cyclic phosphodiesterase inhibitor","Inhibitor","PDE5A","phosphodiesterase 5A",2,"Completed","https://clinicaltrials.gov/search?id=%22NCT04391179%22"
"MONDO_0100096","COVID-19","CHEMBL1431","METFORMIN","Small molecule","Mitochondrial complex I (NADH dehydrogenase) inhibitor","Inhibitor","NDUFS2","NADH:ubiquinone oxidoreductase core subunit S2",2,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04510194%22"
"MONDO_0100096","COVID-19","CHEMBL1643","RIBAVIRIN","Small molecule","Inosine-5'-monophosphate dehydrogenase 1 inhibitor","Inhibitor","IMPDH1","inosine monophosphate dehydrogenase 1",2,"Terminated","https://clinicaltrials.gov/search?id=%22NCT04605588%22"
"MONDO_0100096","COVID-19","CHEMBL1690","HYDROXYCHLOROQUINE SULFATE","Small molecule","Toll-like receptor 9 antagonist","Antagonist","TLR9","toll like receptor 9",2,"Active, not recruiting","https://clinicaltrials.gov/search?id=%22NCT04336332%22,https://clinicaltrials.gov/search?id=%22NCT04354428%22"
"MONDO_0100096","COVID-19","CHEMBL405821","SENICAPOC","Small molecule","Intermediate conductance calcium-activated potassium channel protein 4 blocker","Blocker","KCNN4","potassium calcium-activated channel subfamily N member 4",2,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04594668%22"
"MONDO_0100096","COVID-19","CHEMBL221959","TOFACITINIB","Small molecule","Janus Kinase (JAK) inhibitor","Inhibitor","TYK2","tyrosine kinase 2",2,"Active, not recruiting","https://clinicaltrials.gov/search?id=%22NCT04469114%22"
"MONDO_0100096","COVID-19","CHEMBL1201562","INTERFERON BETA-1A","Protein","Interferon alpha/beta receptor agonist","Agonist","IFNAR2","interferon alpha and beta receptor subunit 2",2,"Completed","https://clinicaltrials.gov/search?id=%22NCT04343768%22"
"MONDO_0100096","COVID-19","CHEMBL1201563","INTERFERON BETA-1B","Protein","Interferon alpha/beta receptor agonist","Agonist","IFNAR2","interferon alpha and beta receptor subunit 2",2,"Completed","https://clinicaltrials.gov/search?id=%22NCT04350281%22,https://clinicaltrials.gov/search?id=%22NCT04276688%22,https://clinicaltrials.gov/search?id=%22NCT04343768%22"
"MONDO_0100096","COVID-19","CHEMBL135","ESTRADIOL","Small molecule","Estrogen receptor alpha agonist","Agonist","ESR1","estrogen receptor 1",2,"Not yet recruiting","https://clinicaltrials.gov/search?id=%22NCT04853069%22"
"MONDO_0100096","COVID-19","CHEMBL44657","ETOPOSIDE","Small molecule","DNA topoisomerase II inhibitor","Inhibitor","TOP2A","DNA topoisomerase II alpha",2,"Active, not recruiting","https://clinicaltrials.gov/search?id=%22NCT04356690%22"
"MONDO_0100096","COVID-19","CHEMBL160","CYCLOSPORINE","Protein","Cyclophilin A modulator","Modulator","PPIA","peptidylprolyl isomerase A",2,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04488081%22"
"MONDO_0100096","COVID-19","CHEMBL191","LOSARTAN","Small molecule","Type-1 angiotensin II receptor antagonist","Antagonist","AGTR1","angiotensin II receptor type 1",2,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04643691%22,https://clinicaltrials.gov/search?id=%22NCT04328012%22"
"MONDO_0100096","COVID-19","CHEMBL1201589","OMALIZUMAB","Antibody","Ig epsilon chain C region inhibitor","Inhibitor","IGHE","immunoglobulin heavy constant epsilon",2,"Not yet recruiting","https://clinicaltrials.gov/search?id=%22NCT04720612%22"
"MONDO_0100096","COVID-19","CHEMBL1908391","MASITINIB","Small molecule","Fibroblast growth factor receptor 3 inhibitor","Inhibitor","FGFR3","fibroblast growth factor receptor 3",2,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04622865%22"
"MONDO_0100096","COVID-19","CHEMBL742","KETAMINE","Small molecule","Glutamate [NMDA] receptor negative allosteric modulator","Negative allosteric modulator","GRIN3A","glutamate ionotropic receptor NMDA type subunit 3A",2,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04365985%22"
"MONDO_0100096","COVID-19","CHEMBL635","PREDNISONE","Small molecule","Glucocorticoid receptor agonist","Agonist","NR3C1","nuclear receptor subfamily 3 group C member 1",2,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04492358%22"
"MONDO_0100096","COVID-19","CHEMBL1421","DASATINIB","Small molecule","SRC inhibitor","Inhibitor","FYN","FYN proto-oncogene, Src family tyrosine kinase",2,"Not yet recruiting","https://clinicaltrials.gov/search?id=%22NCT04830735%22"
"MONDO_0100096","COVID-19","CHEMBL1643","RIBAVIRIN","Small molecule","Inosine-5'-monophosphate dehydrogenase 1 inhibitor","Inhibitor","IMPDH1","inosine monophosphate dehydrogenase 1",2,"Not yet recruiting","https://clinicaltrials.gov/search?id=%22NCT04828564%22"
"MONDO_0100096","COVID-19","CHEMBL1789941","RUXOLITINIB","Small molecule","Tyrosine-protein kinase JAK1 inhibitor","Inhibitor","JAK1","Janus kinase 1",2,"Completed","https://clinicaltrials.gov/search?id=%22NCT04374149%22"
"MONDO_0100096","COVID-19","CHEMBL2040682","CICLESONIDE","Small molecule","Glucocorticoid receptor agonist","Agonist","NR3C1","nuclear receptor subfamily 3 group C member 1",2,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04356495%22"
"MONDO_0100096","COVID-19","CHEMBL932","DIPYRIDAMOLE","Small molecule","3',5'-cyclic phosphodiesterase inhibitor","Inhibitor","PDE6A","phosphodiesterase 6A",2,"Completed","https://clinicaltrials.gov/search?id=%22NCT04391179%22"
"MONDO_0100096","COVID-19","CHEMBL1201562","INTERFERON BETA-1A","Protein","Interferon alpha/beta receptor agonist","Agonist","IFNAR2","interferon alpha and beta receptor subunit 2",2,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04518410%22,https://clinicaltrials.gov/search?id=%22NCT04330690%22"
"MONDO_0100096","COVID-19","CHEMBL1431","METFORMIN","Small molecule","Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor","Inhibitor","GPD2","glycerol-3-phosphate dehydrogenase 2",2,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04510194%22"
"MONDO_0100096","COVID-19","CHEMBL163","RITONAVIR","Small molecule","Cytochrome P450 3A inhibitor","Inhibitor","CYP3A7","cytochrome P450 family 3 subfamily A member 7",2,"Active, not recruiting","https://clinicaltrials.gov/search?id=%22NCT04354428%22"
"MONDO_0100096","COVID-19","CHEMBL742","KETAMINE","Small molecule","Glutamate [NMDA] receptor negative allosteric modulator","Negative allosteric modulator","GRIN2C","glutamate ionotropic receptor NMDA type subunit 2C",2,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04365985%22"
"MONDO_0100096","COVID-19","CHEMBL1431","METFORMIN","Small molecule","Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor","Inhibitor","GPD2","glycerol-3-phosphate dehydrogenase 2",2,"Not yet recruiting","https://clinicaltrials.gov/search?id=%22NCT04604678%22"
"MONDO_0100096","COVID-19","CHEMBL1016","CANDESARTAN","Small molecule","Type-1 angiotensin II receptor antagonist","Antagonist","AGTR1","angiotensin II receptor type 1",2,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04351724%22"
"MONDO_0100096","COVID-19","CHEMBL468","THALIDOMIDE","Small molecule","CRL4(CRBN) E3 ubiquitin ligase inhibitor","Inhibitor","CUL4A","cullin 4A",2,"Not yet recruiting","https://clinicaltrials.gov/search?id=%22NCT04273581%22,https://clinicaltrials.gov/search?id=%22NCT04273529%22"
"MONDO_0100096","COVID-19","CHEMBL1535","HYDROXYCHLOROQUINE","Small molecule","Toll-like receptor 9 antagonist","Antagonist","TLR9","toll like receptor 9",2,"Active, not recruiting","https://clinicaltrials.gov/search?id=%22NCT04363827%22,https://clinicaltrials.gov/search?id=%22NCT04336332%22,https://clinicaltrials.gov/search?id=%22NCT04860284%22,https://clinicaltrials.gov/search?id=%22NCT04329832%22,https://clinicaltrials.gov/search?id=%22NCT04354428%22"
"MONDO_0100096","COVID-19","CHEMBL1643","RIBAVIRIN","Small molecule","Inosine-5'-monophosphate dehydrogenase 1 inhibitor","Inhibitor","IMPDH1","inosine monophosphate dehydrogenase 1",2,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04959786%22,https://clinicaltrials.gov/search?id=%22NCT04494399%22"
"MONDO_0100096","COVID-19","CHEMBL1431","METFORMIN","Small molecule","Mitochondrial complex I (NADH dehydrogenase) inhibitor","Inhibitor","NDUFV2","NADH:ubiquinone oxidoreductase core subunit V2",2,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04510194%22"
"MONDO_0100096","COVID-19","CHEMBL1535","HYDROXYCHLOROQUINE","Small molecule","Toll-like receptor 9 antagonist","Antagonist","TLR9","toll like receptor 9",2,"Terminated","https://clinicaltrials.gov/search?id=%22NCT04307693%22,https://clinicaltrials.gov/search?id=%22NCT04322396%22,https://clinicaltrials.gov/search?id=%22NCT04373044%22,https://clinicaltrials.gov/search?id=%22NCT04369742%22,https://clinicaltrials.gov/search?id=%22NCT04335552%22,https://clinicaltrials.gov/search?id=%22NCT04358068%22,https://clinicaltrials.gov/search?id=%22NCT04340544%22,https://clinicaltrials.gov/search?id=%22NCT04353271%22,https://clinicaltrials.gov/search?id=%22NCT04605588%22,https://clinicaltrials.gov/search?id=%22NCT04329923%22"
"MONDO_0100096","COVID-19","CHEMBL107","COLCHICINE","Small molecule","Tubulin inhibitor","Inhibitor","TUBB","tubulin beta class I",2,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04359095%22,https://clinicaltrials.gov/search?id=%22NCT04492358%22,https://clinicaltrials.gov/search?id=%22NCT04322565%22,https://clinicaltrials.gov/search?id=%22NCT04363437%22,https://clinicaltrials.gov/search?id=%22NCT04375202%22,https://clinicaltrials.gov/search?id=%22NCT04360980%22"
"MONDO_0100096","COVID-19","CHEMBL107","COLCHICINE","Small molecule","Tubulin inhibitor","Inhibitor","TUBB2A","tubulin beta 2A class IIa",2,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04492358%22,https://clinicaltrials.gov/search?id=%22NCT04322565%22,https://clinicaltrials.gov/search?id=%22NCT04360980%22,https://clinicaltrials.gov/search?id=%22NCT04375202%22,https://clinicaltrials.gov/search?id=%22NCT04363437%22,https://clinicaltrials.gov/search?id=%22NCT04359095%22"
"MONDO_0100096","COVID-19","CHEMBL1433","DOXYCYCLINE","Small molecule","Matrix metalloproteinase 7 inhibitor","Inhibitor","MMP7","matrix metallopeptidase 7",2,"Withdrawn","https://clinicaltrials.gov/search?id=%22NCT04433078%22"
"MONDO_0100096","COVID-19","CHEMBL1201562","INTERFERON BETA-1A","Protein","Interferon alpha/beta receptor agonist","Agonist","IFNAR1","interferon alpha and beta receptor subunit 1",2,"Completed","https://clinicaltrials.gov/search?id=%22NCT04343768%22"
"MONDO_0100096","COVID-19","CHEMBL1431","METFORMIN","Small molecule","Mitochondrial complex I (NADH dehydrogenase) inhibitor","Inhibitor","NDUFS2","NADH:ubiquinone oxidoreductase core subunit S2",2,"Not yet recruiting","https://clinicaltrials.gov/search?id=%22NCT04604678%22"
"MONDO_0100096","COVID-19","CHEMBL1433","DOXYCYCLINE","Small molecule","Matrix metalloproteinase 13 inhibitor","Inhibitor","MMP13","matrix metallopeptidase 13",2,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04482686%22"
"MONDO_0100096","COVID-19","CHEMBL1431","METFORMIN","Small molecule","Mitochondrial complex I (NADH dehydrogenase) inhibitor","Inhibitor","NDUFA8","NADH:ubiquinone oxidoreductase subunit A8",2,"Not yet recruiting","https://clinicaltrials.gov/search?id=%22NCT04604678%22"
"MONDO_0100096","COVID-19","CHEMBL19019","NALTREXONE","Small molecule","Opioid receptors; mu/kappa/delta antagonist","Antagonist","OPRM1","opioid receptor mu 1",2,"Enrolling by invitation","https://clinicaltrials.gov/search?id=%22NCT04756128%22"
"MONDO_0100096","COVID-19","CHEMBL1200699","DOXYCYCLINE","Small molecule","Matrix metalloproteinase-1 inhibitor","Inhibitor","MMP1","matrix metallopeptidase 1",2,"Not yet recruiting","https://clinicaltrials.gov/search?id=%22NCT04551755%22"
"MONDO_0100096","COVID-19","CHEMBL672","FENOFIBRATE","Small molecule","Peroxisome proliferator-activated receptor alpha agonist","Agonist","PPARA","peroxisome proliferator activated receptor alpha",2,"Enrolling by invitation","https://clinicaltrials.gov/search?id=%22NCT04517396%22"
"MONDO_0100096","COVID-19","CHEMBL932","DIPYRIDAMOLE","Small molecule","3',5'-cyclic phosphodiesterase inhibitor","Inhibitor","PDE4A","phosphodiesterase 4A",2,"Completed","https://clinicaltrials.gov/search?id=%22NCT04391179%22"
"MONDO_0100096","COVID-19","CHEMBL932","DIPYRIDAMOLE","Small molecule","3',5'-cyclic phosphodiesterase inhibitor","Inhibitor","PDE9A","phosphodiesterase 9A",2,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04424901%22"
"MONDO_0100096","COVID-19","CHEMBL1201562","INTERFERON BETA-1A","Protein","Interferon alpha/beta receptor agonist","Agonist","IFNAR1","interferon alpha and beta receptor subunit 1",2,"Not yet recruiting","https://clinicaltrials.gov/search?id=%22NCT04521400%22"
"MONDO_0100096","COVID-19","CHEMBL932","DIPYRIDAMOLE","Small molecule","3',5'-cyclic phosphodiesterase inhibitor","Inhibitor","PDE4C","phosphodiesterase 4C",2,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04424901%22"
"MONDO_0100096","COVID-19","CHEMBL932","DIPYRIDAMOLE","Small molecule","3',5'-cyclic phosphodiesterase inhibitor","Inhibitor","PDE6B","phosphodiesterase 6B",2,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04424901%22"
"MONDO_0100096","COVID-19","CHEMBL1431","METFORMIN","Small molecule","Mitochondrial complex I (NADH dehydrogenase) inhibitor","Inhibitor","NDUFA11","NADH:ubiquinone oxidoreductase subunit A11",2,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04510194%22"
"MONDO_0100096","COVID-19","CHEMBL1535","HYDROXYCHLOROQUINE","Small molecule","Toll-like receptor 7 antagonist","Antagonist","TLR7","toll like receptor 7",2,"Not yet recruiting","https://clinicaltrials.gov/search?id=%22NCT04437693%22,https://clinicaltrials.gov/search?id=%22NCT04354441%22,https://clinicaltrials.gov/search?id=%22NCT04359537%22,https://clinicaltrials.gov/search?id=%22NCT04350450%22,https://clinicaltrials.gov/search?id=%22NCT04712279%22,https://clinicaltrials.gov/search?id=%22NCT04361318%22,https://clinicaltrials.gov/search?id=%22NCT04400019%22"
"MONDO_0100096","COVID-19","CHEMBL4297793","NANGIBOTIDE","Protein","Triggering receptor expressed on myeloid cells 1 inhibitor","Inhibitor","TREM1","triggering receptor expressed on myeloid cells 1",2,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04429334%22"
"MONDO_0100096","COVID-19","CHEMBL932","DIPYRIDAMOLE","Small molecule","3',5'-cyclic phosphodiesterase inhibitor","Inhibitor","PDE6H","phosphodiesterase 6H",2,"Completed","https://clinicaltrials.gov/search?id=%22NCT04391179%22"
"MONDO_0100096","COVID-19","CHEMBL1200699","DOXYCYCLINE","Small molecule","Matrix metalloproteinase 13 inhibitor","Inhibitor","MMP13","matrix metallopeptidase 13",2,"Not yet recruiting","https://clinicaltrials.gov/search?id=%22NCT04551755%22"
"MONDO_0100096","COVID-19","CHEMBL1789941","RUXOLITINIB","Small molecule","Tyrosine-protein kinase JAK2 inhibitor","Inhibitor","JAK2","Janus kinase 2",2,"Not yet recruiting","https://clinicaltrials.gov/search?id=%22NCT04354714%22"
"MONDO_0100096","COVID-19","CHEMBL932","DIPYRIDAMOLE","Small molecule","3',5'-cyclic phosphodiesterase inhibitor","Inhibitor","PDE8A","phosphodiesterase 8A",2,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04424901%22"
"MONDO_0100096","COVID-19","CHEMBL932","DIPYRIDAMOLE","Small molecule","Equilibrative nucleoside transporter 1 inhibitor","Inhibitor","SLC29A1","solute carrier family 29 member 1 (Augustine blood group)",2,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04424901%22"
"MONDO_0100096","COVID-19","CHEMBL1487","ATORVASTATIN","Small molecule","HMG-CoA reductase inhibitor","Inhibitor","HMGCR","3-hydroxy-3-methylglutaryl-CoA reductase",2,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04466241%22,https://clinicaltrials.gov/search?id=%22NCT04380402%22"
"MONDO_0100096","COVID-19","CHEMBL107","COLCHICINE","Small molecule","Tubulin inhibitor","Inhibitor","TUBB4A","tubulin beta 4A class IVa",2,"Active, not recruiting","https://clinicaltrials.gov/search?id=%22NCT04355143%22"
"MONDO_0100096","COVID-19","CHEMBL107","COLCHICINE","Small molecule","Tubulin inhibitor","Inhibitor","TUBB6","tubulin beta 6 class V",2,"Completed","https://clinicaltrials.gov/search?id=%22NCT04867226%22"
"MONDO_0100096","COVID-19","CHEMBL1201187","MARAVIROC","Small molecule","C-C chemokine receptor type 5 antagonist","Antagonist","CCR5","C-C motif chemokine receptor 5",2,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04475991%22"
"MONDO_0100096","COVID-19","CHEMBL547","ISOTRETINOIN","Small molecule","Retinoic acid receptor agonist","Agonist","RARG","retinoic acid receptor gamma",2,"Not yet recruiting","https://clinicaltrials.gov/search?id=%22NCT04396067%22,https://clinicaltrials.gov/search?id=%22NCT04577378%22,https://clinicaltrials.gov/search?id=%22NCT04389580%22,https://clinicaltrials.gov/search?id=%22NCT04578236%22"
"MONDO_0100096","COVID-19","CHEMBL1017","TELMISARTAN","Small molecule","Type-1 angiotensin II receptor antagonist","Antagonist","AGTR1","angiotensin II receptor type 1",2,"Not yet recruiting","https://clinicaltrials.gov/search?id=%22NCT04715763%22"
"MONDO_0100096","COVID-19","CHEMBL1433","DOXYCYCLINE","Small molecule","Matrix metalloproteinase-1 inhibitor","Inhibitor","MMP1","matrix metallopeptidase 1",2,"Withdrawn","https://clinicaltrials.gov/search?id=%22NCT04433078%22"
"MONDO_0100096","COVID-19","CHEMBL742","KETAMINE","Small molecule","Glutamate [NMDA] receptor negative allosteric modulator","Negative allosteric modulator","GRIN1","glutamate ionotropic receptor NMDA type subunit 1",2,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04365985%22"
"MONDO_0100096","COVID-19","CHEMBL2040682","CICLESONIDE","Small molecule","Glucocorticoid receptor agonist","Agonist","NR3C1","nuclear receptor subfamily 3 group C member 1",2,"Completed","https://clinicaltrials.gov/search?id=%22NCT04330586%22"
"MONDO_0100096","COVID-19","CHEMBL1201149","NALTREXONE HYDROCHLORIDE","Small molecule","Opioid receptors; mu/kappa/delta antagonist","Antagonist","OPRM1","opioid receptor mu 1",2,"Not yet recruiting","https://clinicaltrials.gov/search?id=%22NCT04708327%22"
"MONDO_0100096","COVID-19","CHEMBL4297680","1018 ISS","Unknown","Toll-like receptor 9 agonist","Agonist","TLR9","toll like receptor 9",2,"Not yet recruiting","https://clinicaltrials.gov/search?id=%22NCT04672395%22"
"MONDO_0100096","COVID-19","CHEMBL112","ACETAMINOPHEN","Small molecule","Cyclooxygenase inhibitor","Inhibitor","PTGS2","prostaglandin-endoperoxide synthase 2",2,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04920838%22,https://clinicaltrials.gov/search?id=%22NCT04532931%22"
"MONDO_0100096","COVID-19","CHEMBL1421","DASATINIB","Small molecule","SRC inhibitor","Inhibitor","LYN","LYN proto-oncogene, Src family tyrosine kinase",2,"Not yet recruiting","https://clinicaltrials.gov/search?id=%22NCT04830735%22"
"MONDO_0100096","COVID-19","CHEMBL107","COLCHICINE","Small molecule","Tubulin inhibitor","Inhibitor","TUBB3","tubulin beta 3 class III",2,"Completed","https://clinicaltrials.gov/search?id=%22NCT04867226%22"
"MONDO_0100096","COVID-19","CHEMBL1431","METFORMIN","Small molecule","Mitochondrial complex I (NADH dehydrogenase) inhibitor","Inhibitor","NDUFA9","NADH:ubiquinone oxidoreductase subunit A9",2,"Not yet recruiting","https://clinicaltrials.gov/search?id=%22NCT04604678%22"
"MONDO_0100096","COVID-19","CHEMBL1201265","METHYLPREDNISOLONE HEMISUCCINATE","Small molecule","Glucocorticoid receptor agonist","Agonist","NR3C1","nuclear receptor subfamily 3 group C member 1",2,"Completed","https://clinicaltrials.gov/search?id=%22NCT04343729%22"
"MONDO_0100096","COVID-19","CHEMBL1431","METFORMIN","Small molecule","Mitochondrial complex I (NADH dehydrogenase) inhibitor","Inhibitor","NDUFAF3","NADH:ubiquinone oxidoreductase complex assembly factor 3",2,"Not yet recruiting","https://clinicaltrials.gov/search?id=%22NCT04604678%22"
"MONDO_0100096","COVID-19","CHEMBL163","RITONAVIR","Small molecule","Cytochrome P450 3A inhibitor","Inhibitor","CYP3A43","cytochrome P450 family 3 subfamily A member 43",2,"Not yet recruiting","https://clinicaltrials.gov/search?id=%22NCT04521400%22,https://clinicaltrials.gov/search?id=%22NCT04960202%22"
"MONDO_0100096","COVID-19","CHEMBL932","DIPYRIDAMOLE","Small molecule","3',5'-cyclic phosphodiesterase inhibitor","Inhibitor","PDE1C","phosphodiesterase 1C",2,"Completed","https://clinicaltrials.gov/search?id=%22NCT04391179%22"
"MONDO_0100096","COVID-19","CHEMBL2103830","FOSTAMATINIB","Small molecule","Tyrosine-protein kinase SYK inhibitor","Inhibitor","SYK","spleen associated tyrosine kinase",2,"Completed","https://clinicaltrials.gov/search?id=%22NCT04579393%22"
"MONDO_0100096","COVID-19","CHEMBL148674","VARESPLADIB","Small molecule","Phospholipase A2 group IIA inhibitor","Inhibitor","PLA2G2A","phospholipase A2 group IIA",2,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04969991%22"
"MONDO_0100096","COVID-19","CHEMBL2108675","DUPILUMAB","Antibody","Interleukin-4 receptor subunit alpha antagonist","Antagonist","IL4R","interleukin 4 receptor",2,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04920916%22"
"MONDO_0100096","COVID-19","CHEMBL1431","METFORMIN","Small molecule","Mitochondrial complex I (NADH dehydrogenase) inhibitor","Inhibitor","NDUFB1","NADH:ubiquinone oxidoreductase subunit B1",2,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04510194%22"
"MONDO_0100096","COVID-19","CHEMBL635","PREDNISONE","Small molecule","Glucocorticoid receptor agonist","Agonist","NR3C1","nuclear receptor subfamily 3 group C member 1",2,"Terminated","https://clinicaltrials.gov/search?id=%22NCT04344288%22"
"MONDO_0100096","COVID-19","CHEMBL38","TRETINOIN","Small molecule","Retinoic acid receptor agonist","Agonist","RARB","retinoic acid receptor beta",2,"Not yet recruiting","https://clinicaltrials.gov/search?id=%22NCT04396067%22,https://clinicaltrials.gov/search?id=%22NCT04568096%22"
"MONDO_0100096","COVID-19","CHEMBL932","DIPYRIDAMOLE","Small molecule","3',5'-cyclic phosphodiesterase inhibitor","Inhibitor","PDE10A","phosphodiesterase 10A",2,"Completed","https://clinicaltrials.gov/search?id=%22NCT04391179%22"
"MONDO_0100096","COVID-19","CHEMBL1431","METFORMIN","Small molecule","Mitochondrial complex I (NADH dehydrogenase) inhibitor","Inhibitor","NDUFAF1","NADH:ubiquinone oxidoreductase complex assembly factor 1",2,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04510194%22"
"MONDO_0100096","COVID-19","CHEMBL1431","METFORMIN","Small molecule","Mitochondrial complex I (NADH dehydrogenase) inhibitor","Inhibitor","NDUFB5","NADH:ubiquinone oxidoreductase subunit B5",2,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04510194%22"
"MONDO_0100096","COVID-19","CHEMBL1200969","DUTASTERIDE","Small molecule","Steroid 5-alpha-reductase inhibitor","Inhibitor","SRD5A1","steroid 5 alpha-reductase 1",2,"Completed","https://clinicaltrials.gov/search?id=%22NCT04729491%22"
"MONDO_0100096","COVID-19","CHEMBL107","COLCHICINE","Small molecule","Tubulin inhibitor","Inhibitor","TUBB3","tubulin beta 3 class III",2,"Not yet recruiting","https://clinicaltrials.gov/search?id=%22NCT04367168%22"
"MONDO_0100096","COVID-19","CHEMBL2108723","PEGINTERFERON LAMBDA-1A","Protein","Interferon lambda receptor agonist","Agonist","IL10RB","interleukin 10 receptor subunit beta",2,"Withdrawn","https://clinicaltrials.gov/search?id=%22NCT04388709%22"
"MONDO_0100096","COVID-19","CHEMBL2108730","SARILUMAB","Antibody","Interleukin-6 receptor alpha subunit antagonist","Antagonist","IL6R","interleukin 6 receptor",2,"Active, not recruiting","https://clinicaltrials.gov/search?id=%22NCT04324073%22,https://clinicaltrials.gov/search?id=%22NCT04359901%22"
"MONDO_0100096","COVID-19","CHEMBL981","FENOFIBRIC ACID","Small molecule","Peroxisome proliferator-activated receptor alpha agonist","Agonist","PPARA","peroxisome proliferator activated receptor alpha",2,"Enrolling by invitation","https://clinicaltrials.gov/search?id=%22NCT04517396%22"
"MONDO_0100096","COVID-19","CHEMBL3707325","LENZILUMAB","Antibody","Granulocyte-macrophage colony-stimulating factor inhibitor","Inhibitor","CSF2","colony stimulating factor 2",2,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04583969%22"
"MONDO_0100096","COVID-19","CHEMBL2109343","LERONLIMAB","Antibody","C-C chemokine receptor type 5 antagonist","Antagonist","CCR5","C-C motif chemokine receptor 5",2,"Recruiting","https://clinicaltrials.gov/search?id=%22NCT04347239%22"
"MONDO_0100096","COVID-19","CHEMBL107","COLCHICINE","Small molecule","Tubulin inhibitor","Inhibitor","TUBB1","tubulin beta 1 class VI",2,"Active, not recruiting","https://clinicaltrials.gov/search?id=%22NCT04355143%22"
"MONDO_0100096","COVID-19","CHEMBL107","COLCHICINE","Small molecule","Tubulin inhibitor","Inhibitor","TUBB4A","tubulin beta 4A class IVa",2,"Not yet recruiting","https://clinicaltrials.gov/search?id=%22NCT04367168%22"
"MONDO_0100096","COVID-19","CHEMBL1200699","DOXYCYCLINE","Small molecule","Matrix metalloproteinase 7 inhibitor","Inhibitor","MMP7","matrix metallopeptidase 7",2,"Not yet recruiting","https://clinicaltrials.gov/search?id=%22NCT04551755%22"
"MONDO_0100096","COVID-19","CHEMBL1690","HYDROXYCHLOROQUINE SULFATE","Small molecule","Toll-like receptor 9 antagonist","Antagonist","TLR9","toll like receptor 9",2,"Terminated","https://clinicaltrials.gov/search?id=%22NCT04307693%22,https://clinicaltrials.gov/search?id=%22NCT04329923%22"
"MONDO_0100096","COVID-19","CHEMBL932","DIPYRIDAMOLE","Small molecule","3',5'-cyclic phosphodiesterase inhibitor","Inhibitor","PDE7A","phosphodiesterase 7A",2,"Completed","https://clinicaltrials.gov/search?id=%22NCT04391179%22"
